Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
05;Oppland;;;;;NKP;Norges Kommunistiske Parti;1;;;;1078;;;;;
05;Oppland;;;;;SF;Sosialistisk Folkeparti;5;;;;4423;;;;;
06;Buskerud;;;;;A;Arbeiderpartiet;51;;;;56798;;;;;
06;Buskerud;;;;;H;Høyre;21;;;;23473;;;;;
06;Buskerud;;;;;KRF;Kristelig Folkeparti;5;;;;5534;;;;;
06;Buskerud;;;;;SP;Senterpartiet;11;;;;11943;;;;;
06;Buskerud;;;;;V;Venstre;3;;;;3801;;;;;
06;Buskerud;;;;;NKP;Norges Kommunistiske Parti;2;;;;1811;;;;;
06;Buskerud;;;;;SF;Sosialistisk Folkeparti;8;;;;8403;;;;;
07;Vestfold;;;;;A;Arbeiderpartiet;42;;;;39750;;;;;
07;Vestfold;;;;;H;Høyre;32;;;;30172;;;;;
07;Vestfold;;;;;SP;Senterpartiet;11;;;;10057;;;;;
07;Vestfold;;;;;V;Venstre;9;;;;8502;;;;;
07;Vestfold;;;;;NKP;Norges Kommunistiske Parti;1;;;;666;;;;;
07;Vestfold;;;;;SF;Sosialistisk Folkeparti;5;;;;4528;;;;;
08;Telemark;;;;;A;Arbeiderpartiet;49;;;;42952;;;;;
08;Telemark;;;;;H;Høyre;13;;;;11369;;;;;
08;Telemark;;;;;KRF;Kristelig Folkeparti;15;;;;13453;;;;;
08;Telemark;;;;;V;Venstre;13;;;;11299;;;;;
08;Telemark;;;;;NKP;Norges Kommunistiske Parti;1;;;;1049;;;;;
08;Telemark;;;;;SF;Sosialistisk Folkeparti;9;;;;7962;;;;;
09;Aust-Agder;;;;;A;Arbeiderpartiet;42;;;;17556;;;;;
09;Aust-Agder;;;;;H;Høyre;17;;;;7285;;;;;
09;Aust-Agder;;;;;KRF;Kristelig Folkeparti;15;;;;6214;;;;;
09;Aust-Agder;;;;;SP;Senterpartiet;7;;;;2994;;;;;
09;Aust-Agder;;;;;V;Venstre;16;;;;6748;;;;;
09;Aust-Agder;;;;;NKP;Norges Kommunistiske Parti;0;;;;119;;;;;
09;Aust-Agder;;;;;SF;Sosialistisk Folkeparti;3;;;;1337;;;;;
10;Vest-Agder;;;;;A;Arbeiderpartiet;32;;;;19413;;;;;
10;Vest-Agder;;;;;H;Høyre;17;;;;10313;;;;;
10;Vest-Agder;;;;;KRF;Kristelig Folkeparti;13;;;;7794;;;;;
10;Vest-Agder;;;;;SP;Senterpartiet;10;;;;6005;;;;;
10;Vest-Agder;;;;;V;Venstre;25;;;;15045;;;;;
10;Vest-Agder;;;;;SF;Sosialistisk Folkeparti;4;;;;2643;;;;;
11;Rogaland;;;;;A;Arbeiderpartiet;33;;;;43020;;;;;
11;Rogaland;;;;;H;Høyre;18;;;;23510;;;;;
11;Rogaland;;;;;KRF;Kristelig Folkeparti;16;;;;20895;;;;;
11;Rogaland;;;;;SP;Senterpartiet;11;;;;15053;;;;;
11;Rogaland;;;;;V;Venstre;18;;;;23394;;;;;
11;Rogaland;;;;;NKP;Norges Kommunistiske Parti;1;;;;876;;;;;
11;Rogaland;;;;;SF;Sosialistisk Folkeparti;4;;;;5112;;;;;
11;Rogaland;;;;;ANDRE;Andre;0;;;;194;;;;;
12;Hordaland;;;;;A;Arbeiderpartiet;33;;;;39572;;;;;
12;Hordaland;;;;;H;Høyre;19;;;;22791;;;;;
12;Hordaland;;;;;KRF;Kristelig Folkeparti;15;;;;17600;;;;;
12;Hordaland;;;;;SP;Senterpartiet;10;;;;12089;;;;;
12;Hordaland;;;;;V;Venstre;17;;;;20760;;;;;
12;Hordaland;;;;;NKP;Norges Kommunistiske Parti;1;;;;903;;;;;
12;Hordaland;;;;;SF;Sosialistisk Folkeparti;4;;;;5207;;;;;
13;Bergen;;;;;A;Arbeiderpartiet;43;;;;28787;;;;;
13;Bergen;;;;;V;Venstre;17;;;;11276;;;;;
13;Bergen;;;;;SF;Sosialistisk Folkeparti;7;;;;4778;;;;;
13;Bergen;;;;;FLKRF;Fellesliste Kristelig Folkeparti;8;;;;5133;;;;;
13;Bergen;;;;;FLH;Fellesliste Høyre;26;;;;17667;;;;;
14;Sogn og Fjordane;;;;;A;Arbeiderpartiet;31;;;;15745;;;;;
14;Sogn og Fjordane;;;;;H;Høyre;15;;;;7722;;;;;
14;Sogn og Fjordane;;;;;KRF;Kristelig Folkeparti;15;;;;7439;;;;;
14;Sogn og Fjordane;;;;;SP;Senterpartiet;20;;;;10283;;;;;
14;Sogn og Fjordane;;;;;V;Venstre;16;;;;8008;;;;;
14;Sogn og Fjordane;;;;;SF;Sosialistisk Folkeparti;2;;;;1169;;;;;
15;Møre og Romsdal;;;;;A;Arbeiderpartiet;33;;;;36055;;;;;
15;Møre og Romsdal;;;;;H;Høyre;10;;;;11154;;;;;
15;Møre og Romsdal;;;;;KRF;Kristelig Folkeparti;17;;;;18531;;;;;
15;Møre og Romsdal;;;;;SP;Senterpartiet;19;;;;21042;;;;;
15;Møre og Romsdal;;;;;V;Venstre;17;;;;18390;;;;;
15;Møre og Romsdal;;;;;SF;Sosialistisk Folkeparti;4;;;;4673;;;;;
15;Møre og Romsdal;;;;;ANDRE;Andre;0;;;;6;;;;;
16;Sør-Trøndelag;;;;;A;Arbeiderpartiet;45;;;;55155;;;;;
16;Sør-Trøndelag;;;;;H;Høyre;20;;;;24134;;;;;
16;Sør-Trøndelag;;;;;KRF;Kristelig Folkeparti;8;;;;9328;;;;;
16;Sør-Trøndelag;;;;;SP;Senterpartiet;12;;;;14513;;;;;
16;Sør-Trøndelag;;;;;V;Venstre;8;;;;10194;;;;;
16;Sør-Trøndelag;;;;;NKP;Norges Kommunistiske Parti;2;;;;2738;;;;;
16;Sør-Trøndelag;;;;;SF;Sosialistisk Folkeparti;5;;;;6316;;;;;
17;Nord-Trøndelag;;;;;A;Arbeiderpartiet;43;;;;26475;;;;;
17;Nord-Trøndelag;;;;;H;Høyre;7;;;;4413;;;;;
17;Nord-Trøndelag;;;;;KRF;Kristelig Folkeparti;7;;;;4124;;;;;
17;Nord-Trøndelag;;;;;SP;Senterpartiet;23;;;;14310;;;;;
17;Nord-Trøndelag;;;;;V;Venstre;12;;;;7530;;;;;
17;Nord-Trøndelag;;;;;NKP;Norges Kommunistiske Parti;1;;;;681;;;;;
17;Nord-Trøndelag;;;;;SF;Sosialistisk Folkeparti;6;;;;3440;;;;;
18;Nordland;;;;;A;Arbeiderpartiet;46;;;;53185;;;;;
18;Nordland;;;;;H;Høyre;16;;;;18199;;;;;
18;Nordland;;;;;KRF;Kristelig Folkeparti;9;;;;10553;;;;;
18;Nordland;;;;;SP;Senterpartiet;11;;;;12724;;;;;
18;Nordland;;;;;V;Venstre;8;;;;8629;;;;;
18;Nordland;;;;;NKP;Norges Kommunistiske Parti;1;;;;1447;;;;;
18;Nordland;;;;;SF;Sosialistisk Folkeparti;9;;;;10178;;;;;
19;Troms;;;;;A;Arbeiderpartiet;49;;;;28861;;;;;
19;Troms;;;;;H;Høyre;18;;;;10783;;;;;
19;Troms;;;;;SP;Senterpartiet;14;;;;8054;;;;;
19;Troms;;;;;V;Venstre;13;;;;7884;;;;;
19;Troms;;;;;NKP;Norges Kommunistiske Parti;1;;;;719;;;;;
19;Troms;;;;;SF;Sosialistisk Folkeparti;5;;;;3147;;;;;
20;Finnmark;;;;;A;Arbeiderpartiet;56;;;;18881;;;;;
20;Finnmark;;;;;H;Høyre;21;;;;7219;;;;;
20;Finnmark;;;;;KRF;Kristelig Folkeparti;4;;;;1433;;;;;
20;Finnmark;;;;;V;Venstre;5;;;;1769;;;;;
20;Finnmark;;;;;NKP;Norges Kommunistiske Parti;7;;;;2424;;;;;
20;Finnmark;;;;;SF;Sosialistisk Folkeparti;7;;;;2214;;;;;
20;Finnmark;;;;;ANDRE;Andre;0;;;;1;;;;;
