Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
18;Nordland;;;;;NSP;Norsk Sosialdemokratisk parti;1;;;;565;;;;;
18;Nordland;;;;;ANDRE;Andre;0;;;;2;;;;;
19;Troms;;;;;A;Arbeiderpartiet;55;;;;27470;;;;;
19;Troms;;;;;H;Høyre;14;;;;6902;;;;;
19;Troms;;;;;KRF;Kristelig Folkeparti;8;;;;4258;;;;;
19;Troms;;;;;V;Venstre;12;;;;5971;;;;;
19;Troms;;;;;NKP;Norges Kommunistiske Parti;3;;;;1564;;;;;
19;Troms;;;;;B;Bondepartiet;7;;;;3584;;;;;
19;Troms;;;;;NSP;Norsk Sosialdemokratisk parti;1;;;;346;;;;;
20;Finnmark;;;;;A;Arbeiderpartiet;62;;;;18117;;;;;
20;Finnmark;;;;;KRF;Kristelig Folkeparti;5;;;;1595;;;;;
20;Finnmark;;;;;NKP;Norges Kommunistiske Parti;13;;;;3804;;;;;
20;Finnmark;;;;;FLV;Fellesliste Venstre;5;;;;1340;;;;;
20;Finnmark;;;;;FLH;Fellesliste Høyre;15;;;;4544;;;;;
