Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
04;Hedmark;;;;;NKP;Norges Kommunistiske Parti;0;;;;148;;;;;
04;Hedmark;;;;;PP;Pensjonistpartiet;1;;;;1093;;;;;
04;Hedmark;;;;;RV;Rød valgallianse;1;;;;769;;;;;
04;Hedmark;;;;;FLP;Fedrelandspartiet;0;;;;148;;;;;
04;Hedmark;;;;;NLP;Naturlovpartiet;0;;;;154;;;;;
05;Oppland;;;;;A;Arbeiderpartiet;46;;;;50957;;;;;
05;Oppland;;;;;FRP;Fremskrittspartiet;10;;;;11200;;;;;
05;Oppland;;;;;H;Høyre;9;;;;9602;;;;;
05;Oppland;;;;;KRF;Kristelig Folkeparti;11;;;;12026;;;;;
05;Oppland;;;;;SP;Senterpartiet;14;;;;15456;;;;;
05;Oppland;;;;;SV;Sosialistisk Venstreparti;5;;;;6011;;;;;
05;Oppland;;;;;V;Venstre;3;;;;3155;;;;;
05;Oppland;;;;;MDG;Miljøpartiet de Grønne;0;;;;212;;;;;
05;Oppland;;;;;NKP;Norges Kommunistiske Parti;0;;;;81;;;;;
05;Oppland;;;;;PP;Pensjonistpartiet;0;;;;539;;;;;
05;Oppland;;;;;RV;Rød valgallianse;1;;;;786;;;;;
05;Oppland;;;;;FLP;Fedrelandspartiet;0;;;;201;;;;;
05;Oppland;;;;;NLP;Naturlovpartiet;0;;;;101;;;;;
05;Oppland;;;;;TKD;Tverrpolitisk kyst og distriktsparti;0;;;;37;;;;;
06;Buskerud;;;;;A;Arbeiderpartiet;41;;;;56913;;;;;
06;Buskerud;;;;;FRP;Fremskrittspartiet;17;;;;23907;;;;;
06;Buskerud;;;;;H;Høyre;16;;;;22152;;;;;
06;Buskerud;;;;;KRF;Kristelig Folkeparti;10;;;;13217;;;;;
06;Buskerud;;;;;SP;Senterpartiet;8;;;;10692;;;;;
06;Buskerud;;;;;SV;Sosialistisk Venstreparti;5;;;;6515;;;;;
06;Buskerud;;;;;V;Venstre;3;;;;3814;;;;;
06;Buskerud;;;;;MDG;Miljøpartiet de Grønne;0;;;;238;;;;;
06;Buskerud;;;;;NKP;Norges Kommunistiske Parti;0;;;;136;;;;;
06;Buskerud;;;;;RV;Rød valgallianse;1;;;;948;;;;;
06;Buskerud;;;;;DLF;Det Liberale Folkepartiet;0;;;;48;;;;;
06;Buskerud;;;;;FLP;Fedrelandspartiet;0;;;;168;;;;;
06;Buskerud;;;;;NLP;Naturlovpartiet;0;;;;140;;;;;
06;Buskerud;;;;;HV;Hvit Valgallianse;0;;;;133;;;;;
07;Vestfold;;;;;A;Arbeiderpartiet;34;;;;41517;;;;;
07;Vestfold;;;;;FRP;Fremskrittspartiet;20;;;;24873;;;;;
07;Vestfold;;;;;H;Høyre;18;;;;22384;;;;;
07;Vestfold;;;;;KRF;Kristelig Folkeparti;13;;;;15529;;;;;
07;Vestfold;;;;;SP;Senterpartiet;6;;;;6947;;;;;
07;Vestfold;;;;;SV;Sosialistisk Venstreparti;5;;;;6514;;;;;
07;Vestfold;;;;;V;Venstre;3;;;;4005;;;;;
07;Vestfold;;;;;MDG;Miljøpartiet de Grønne;0;;;;329;;;;;
07;Vestfold;;;;;NKP;Norges Kommunistiske Parti;0;;;;62;;;;;
07;Vestfold;;;;;RV;Rød valgallianse;1;;;;1315;;;;;
07;Vestfold;;;;;DLF;Det Liberale Folkepartiet;0;;;;80;;;;;
07;Vestfold;;;;;FLP;Fedrelandspartiet;0;;;;224;;;;;
07;Vestfold;;;;;NLP;Naturlovpartiet;0;;;;135;;;;;
08;Telemark;;;;;A;Arbeiderpartiet;39;;;;38002;;;;;
08;Telemark;;;;;FRP;Fremskrittspartiet;15;;;;14911;;;;;
08;Telemark;;;;;H;Høyre;10;;;;9551;;;;;
08;Telemark;;;;;KRF;Kristelig Folkeparti;14;;;;13841;;;;;
08;Telemark;;;;;SP;Senterpartiet;8;;;;7772;;;;;
08;Telemark;;;;;SV;Sosialistisk Venstreparti;8;;;;7342;;;;;
08;Telemark;;;;;V;Venstre;4;;;;3413;;;;;
08;Telemark;;;;;MDG;Miljøpartiet de Grønne;0;;;;151;;;;;
08;Telemark;;;;;NKP;Norges Kommunistiske Parti;0;;;;65;;;;;
08;Telemark;;;;;PP;Pensjonistpartiet;1;;;;1215;;;;;
08;Telemark;;;;;RV;Rød valgallianse;1;;;;1021;;;;;
08;Telemark;;;;;FLP;Fedrelandspartiet;0;;;;165;;;;;
08;Telemark;;;;;NLP;Naturlovpartiet;0;;;;65;;;;;
09;Aust-Agder;;;;;A;Arbeiderpartiet;30;;;;17568;;;;;
09;Aust-Agder;;;;;FRP;Fremskrittspartiet;17;;;;9836;;;;;
09;Aust-Agder;;;;;H;Høyre;13;;;;7651;;;;;
09;Aust-Agder;;;;;KRF;Kristelig Folkeparti;21;;;;11963;;;;;
09;Aust-Agder;;;;;SP;Senterpartiet;8;;;;4718;;;;;
09;Aust-Agder;;;;;SV;Sosialistisk Venstreparti;4;;;;2515;;;;;
09;Aust-Agder;;;;;V;Venstre;5;;;;2697;;;;;
09;Aust-Agder;;;;;MDG;Miljøpartiet de Grønne;0;;;;104;;;;;
09;Aust-Agder;;;;;NKP;Norges Kommunistiske Parti;0;;;;36;;;;;
09;Aust-Agder;;;;;RV;Rød valgallianse;1;;;;421;;;;;
09;Aust-Agder;;;;;FLP;Fedrelandspartiet;0;;;;109;;;;;
09;Aust-Agder;;;;;NLP;Naturlovpartiet;0;;;;95;;;;;
10;Vest-Agder;;;;;A;Arbeiderpartiet;26;;;;22769;;;;;
10;Vest-Agder;;;;;FRP;Fremskrittspartiet;18;;;;15347;;;;;
10;Vest-Agder;;;;;H;Høyre;14;;;;11813;;;;;
10;Vest-Agder;;;;;KRF;Kristelig Folkeparti;26;;;;22826;;;;;
10;Vest-Agder;;;;;SP;Senterpartiet;7;;;;6020;;;;;
10;Vest-Agder;;;;;SV;Sosialistisk Venstreparti;3;;;;3014;;;;;
10;Vest-Agder;;;;;V;Venstre;4;;;;3481;;;;;
10;Vest-Agder;;;;;MDG;Miljøpartiet de Grønne;0;;;;197;;;;;
10;Vest-Agder;;;;;NKP;Norges Kommunistiske Parti;0;;;;46;;;;;
10;Vest-Agder;;;;;PP;Pensjonistpartiet;1;;;;565;;;;;
10;Vest-Agder;;;;;RV;Rød valgallianse;1;;;;622;;;;;
10;Vest-Agder;;;;;FLP;Fedrelandspartiet;0;;;;149;;;;;
10;Vest-Agder;;;;;NLP;Naturlovpartiet;0;;;;64;;;;;
11;Rogaland;;;;;A;Arbeiderpartiet;28;;;;57386;;;;;
11;Rogaland;;;;;FRP;Fremskrittspartiet;19;;;;38575;;;;;
11;Rogaland;;;;;H;Høyre;14;;;;29892;;;;;
11;Rogaland;;;;;KRF;Kristelig Folkeparti;20;;;;41099;;;;;
11;Rogaland;;;;;SP;Senterpartiet;8;;;;15600;;;;;
11;Rogaland;;;;;SV;Sosialistisk Venstreparti;4;;;;8297;;;;;
11;Rogaland;;;;;V;Venstre;6;;;;11648;;;;;
11;Rogaland;;;;;MDG;Miljøpartiet de Grønne;0;;;;313;;;;;
11;Rogaland;;;;;NKP;Norges Kommunistiske Parti;0;;;;72;;;;;
11;Rogaland;;;;;PP;Pensjonistpartiet;1;;;;1481;;;;;
11;Rogaland;;;;;RV;Rød valgallianse;1;;;;1894;;;;;
11;Rogaland;;;;;FLP;Fedrelandspartiet;0;;;;441;;;;;
11;Rogaland;;;;;KKP;Kristent konservativt parti;0;;;;476;;;;;
11;Rogaland;;;;;NLP;Naturlovpartiet;0;;;;136;;;;;
11;Rogaland;;;;;BE;Barn/Eldre;0;;;;246;;;;;
12;Hordaland;;;;;A;Arbeiderpartiet;31;;;;77172;;;;;
12;Hordaland;;;;;FRP;Fremskrittspartiet;16;;;;40300;;;;;
12;Hordaland;;;;;H;Høyre;13;;;;33902;;;;;
12;Hordaland;;;;;KRF;Kristelig Folkeparti;17;;;;42716;;;;;
12;Hordaland;;;;;SP;Senterpartiet;6;;;;15627;;;;;
12;Hordaland;;;;;SV;Sosialistisk Venstreparti;5;;;;12412;;;;;
12;Hordaland;;;;;V;Venstre;7;;;;17838;;;;;
12;Hordaland;;;;;MDG;Miljøpartiet de Grønne;0;;;;336;;;;;
12;Hordaland;;;;;NKP;Norges Kommunistiske Parti;0;;;;173;;;;;
12;Hordaland;;;;;PP;Pensjonistpartiet;1;;;;1287;;;;;
12;Hordaland;;;;;RV;Rød valgallianse;3;;;;8181;;;;;
12;Hordaland;;;;;FLP;Fedrelandspartiet;0;;;;479;;;;;
12;Hordaland;;;;;KKP;Kristent konservativt parti;0;;;;910;;;;;
12;Hordaland;;;;;NLP;Naturlovpartiet;0;;;;266;;;;;
14;Sogn og Fjordane;;;;;A;Arbeiderpartiet;31;;;;19413;;;;;
14;Sogn og Fjordane;;;;;FRP;Fremskrittspartiet;8;;;;4868;;;;;
14;Sogn og Fjordane;;;;;H;Høyre;10;;;;6187;;;;;
14;Sogn og Fjordane;;;;;KRF;Kristelig Folkeparti;19;;;;11640;;;;;
14;Sogn og Fjordane;;;;;SP;Senterpartiet;17;;;;10700;;;;;
14;Sogn og Fjordane;;;;;SV;Sosialistisk Venstreparti;5;;;;3262;;;;;
14;Sogn og Fjordane;;;;;V;Venstre;9;;;;5734;;;;;
14;Sogn og Fjordane;;;;;MDG;Miljøpartiet de Grønne;0;;;;49;;;;;
14;Sogn og Fjordane;;;;;NKP;Norges Kommunistiske Parti;0;;;;28;;;;;
14;Sogn og Fjordane;;;;;RV;Rød valgallianse;1;;;;396;;;;;
14;Sogn og Fjordane;;;;;FLP;Fedrelandspartiet;0;;;;96;;;;;
14;Sogn og Fjordane;;;;;NLP;Naturlovpartiet;0;;;;60;;;;;
15;Møre og Romsdal;;;;;A;Arbeiderpartiet;28;;;;39390;;;;;
15;Møre og Romsdal;;;;;FRP;Fremskrittspartiet;15;;;;20854;;;;;
15;Møre og Romsdal;;;;;H;Høyre;11;;;;15836;;;;;
15;Møre og Romsdal;;;;;KRF;Kristelig Folkeparti;23;;;;32695;;;;;
15;Møre og Romsdal;;;;;SP;Senterpartiet;10;;;;14156;;;;;
15;Møre og Romsdal;;;;;SV;Sosialistisk Venstreparti;4;;;;5836;;;;;
15;Møre og Romsdal;;;;;V;Venstre;7;;;;10075;;;;;
15;Møre og Romsdal;;;;;MDG;Miljøpartiet de Grønne;0;;;;159;;;;;
15;Møre og Romsdal;;;;;NKP;Norges Kommunistiske Parti;0;;;;44;;;;;
15;Møre og Romsdal;;;;;PP;Pensjonistpartiet;1;;;;1095;;;;;
15;Møre og Romsdal;;;;;RV;Rød valgallianse;1;;;;970;;;;;
15;Møre og Romsdal;;;;;FLP;Fedrelandspartiet;0;;;;202;;;;;
15;Møre og Romsdal;;;;;NLP;Naturlovpartiet;0;;;;74;;;;;
15;Møre og Romsdal;;;;;TKD;Tverrpolitisk kyst og distriktsparti;0;;;;674;;;;;
16;Sør-Trøndelag;;;;;A;Arbeiderpartiet;39;;;;58826;;;;;
16;Sør-Trøndelag;;;;;FRP;Fremskrittspartiet;12;;;;18771;;;;;
16;Sør-Trøndelag;;;;;H;Høyre;14;;;;20661;;;;;
16;Sør-Trøndelag;;;;;KRF;Kristelig Folkeparti;11;;;;17072;;;;;
16;Sør-Trøndelag;;;;;SP;Senterpartiet;9;;;;14065;;;;;
16;Sør-Trøndelag;;;;;SV;Sosialistisk Venstreparti;7;;;;10510;;;;;
16;Sør-Trøndelag;;;;;V;Venstre;4;;;;6121;;;;;
16;Sør-Trøndelag;;;;;MDG;Miljøpartiet de Grønne;0;;;;514;;;;;
16;Sør-Trøndelag;;;;;NKP;Norges Kommunistiske Parti;0;;;;135;;;;;
16;Sør-Trøndelag;;;;;PP;Pensjonistpartiet;1;;;;1530;;;;;
16;Sør-Trøndelag;;;;;RV;Rød valgallianse;2;;;;3426;;;;;
16;Sør-Trøndelag;;;;;FLP;Fedrelandspartiet;0;;;;127;;;;;
16;Sør-Trøndelag;;;;;NLP;Naturlovpartiet;0;;;;123;;;;;
16;Sør-Trøndelag;;;;;SNF;Samlingspartiet Ny Fremtid;0;;;;145;;;;;
16;Sør-Trøndelag;;;;;TKD;Tverrpolitisk kyst og distriktsparti;0;;;;82;;;;;
17;Nord-Trøndelag;;;;;A;Arbeiderpartiet;40;;;;29370;;;;;
17;Nord-Trøndelag;;;;;FRP;Fremskrittspartiet;9;;;;6651;;;;;
17;Nord-Trøndelag;;;;;H;Høyre;7;;;;4981;;;;;
17;Nord-Trøndelag;;;;;KRF;Kristelig Folkeparti;12;;;;8845;;;;;
17;Nord-Trøndelag;;;;;SP;Senterpartiet;19;;;;14003;;;;;
17;Nord-Trøndelag;;;;;SV;Sosialistisk Venstreparti;6;;;;4601;;;;;
17;Nord-Trøndelag;;;;;V;Venstre;5;;;;3446;;;;;
17;Nord-Trøndelag;;;;;MDG;Miljøpartiet de Grønne;0;;;;102;;;;;
17;Nord-Trøndelag;;;;;NKP;Norges Kommunistiske Parti;0;;;;85;;;;;
17;Nord-Trøndelag;;;;;PP;Pensjonistpartiet;0;;;;355;;;;;
17;Nord-Trøndelag;;;;;RV;Rød valgallianse;1;;;;742;;;;;
17;Nord-Trøndelag;;;;;FLP;Fedrelandspartiet;0;;;;76;;;;;
17;Nord-Trøndelag;;;;;NLP;Naturlovpartiet;0;;;;34;;;;;
18;Nordland;;;;;A;Arbeiderpartiet;36;;;;48921;;;;;
18;Nordland;;;;;FRP;Fremskrittspartiet;11;;;;15377;;;;;
18;Nordland;;;;;H;Høyre;9;;;;12375;;;;;
18;Nordland;;;;;KRF;Kristelig Folkeparti;13;;;;17732;;;;;
18;Nordland;;;;;SP;Senterpartiet;11;;;;14752;;;;;
18;Nordland;;;;;SV;Sosialistisk Venstreparti;7;;;;9915;;;;;
18;Nordland;;;;;V;Venstre;4;;;;4888;;;;;
18;Nordland;;;;;MDG;Miljøpartiet de Grønne;0;;;;208;;;;;
18;Nordland;;;;;NKP;Norges Kommunistiske Parti;0;;;;124;;;;;
18;Nordland;;;;;PP;Pensjonistpartiet;0;;;;431;;;;;
18;Nordland;;;;;RV;Rød valgallianse;1;;;;1824;;;;;
18;Nordland;;;;;FLP;Fedrelandspartiet;0;;;;153;;;;;
18;Nordland;;;;;NLP;Naturlovpartiet;0;;;;52;;;;;
18;Nordland;;;;;SAMF;Samfunnspartiet;0;;;;89;;;;;
18;Nordland;;;;;TKD;Tverrpolitisk kyst og distriktsparti;6;;;;8357;;;;;
19;Troms;;;;;A;Arbeiderpartiet;34;;;;28670;;;;;
19;Troms;;;;;FRP;Fremskrittspartiet;13;;;;10578;;;;;
19;Troms;;;;;H;Høyre;11;;;;9393;;;;;
19;Troms;;;;;KRF;Kristelig Folkeparti;15;;;;12833;;;;;
19;Troms;;;;;SP;Senterpartiet;11;;;;9520;;;;;
19;Troms;;;;;SV;Sosialistisk Venstreparti;7;;;;6150;;;;;
19;Troms;;;;;V;Venstre;4;;;;2916;;;;;
19;Troms;;;;;MDG;Miljøpartiet de Grønne;0;;;;214;;;;;
19;Troms;;;;;NKP;Norges Kommunistiske Parti;0;;;;97;;;;;
19;Troms;;;;;RV;Rød valgallianse;3;;;;2608;;;;;
19;Troms;;;;;FLP;Fedrelandspartiet;0;;;;144;;;;;
19;Troms;;;;;NLP;Naturlovpartiet;0;;;;63;;;;;
20;Finnmark;;;;;A;Arbeiderpartiet;36;;;;14213;;;;;
20;Finnmark;;;;;FRP;Fremskrittspartiet;10;;;;3974;;;;;
20;Finnmark;;;;;H;Høyre;11;;;;4350;;;;;
20;Finnmark;;;;;KRF;Kristelig Folkeparti;13;;;;5075;;;;;
20;Finnmark;;;;;SP;Senterpartiet;10;;;;3771;;;;;
20;Finnmark;;;;;SV;Sosialistisk Venstreparti;14;;;;5624;;;;;
20;Finnmark;;;;;V;Venstre;3;;;;1327;;;;;
20;Finnmark;;;;;MDG;Miljøpartiet de Grønne;0;;;;78;;;;;
20;Finnmark;;;;;NKP;Norges Kommunistiske Parti;0;;;;195;;;;;
20;Finnmark;;;;;RV;Rød valgallianse;1;;;;462;;;;;
20;Finnmark;;;;;FLP;Fedrelandspartiet;0;;;;47;;;;;
20;Finnmark;;;;;NLP;Naturlovpartiet;0;;;;40;;;;;
