Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
11;Rogaland;;;;;RV;Rød valgallianse;0;;;;365;;;;;
11;Rogaland;;;;;DLF;Det Liberale Folkepartiet;1;;;;1237;;;;;
11;Rogaland;;;;;ANDRE;Andre;0;;;;26;;;;;
12;Hordaland;;;;;A;Arbeiderpartiet;34;;;;81358;;;;;
12;Hordaland;;;;;FRP;Fremskrittspartiet;5;;;;11738;;;;;
12;Hordaland;;;;;H;Høyre;33;;;;79020;;;;;
12;Hordaland;;;;;KRF;Kristelig Folkeparti;12;;;;29903;;;;;
12;Hordaland;;;;;SP;Senterpartiet;5;;;;12790;;;;;
12;Hordaland;;;;;SV;Sosialistisk Venstreparti;5;;;;12214;;;;;
12;Hordaland;;;;;V;Venstre;4;;;;9783;;;;;
12;Hordaland;;;;;NKP;Norges Kommunistiske Parti;0;;;;344;;;;;
12;Hordaland;;;;;PP;Pensjonistpartiet;1;;;;2197;;;;;
12;Hordaland;;;;;RV;Rød valgallianse;0;;;;1118;;;;;
12;Hordaland;;;;;DLF;Det Liberale Folkepartiet;1;;;;2355;;;;;
14;Sogn og Fjordane;;;;;A;Arbeiderpartiet;37;;;;23577;;;;;
14;Sogn og Fjordane;;;;;FRP;Fremskrittspartiet;1;;;;937;;;;;
14;Sogn og Fjordane;;;;;H;Høyre;22;;;;14135;;;;;
14;Sogn og Fjordane;;;;;KRF;Kristelig Folkeparti;13;;;;8460;;;;;
14;Sogn og Fjordane;;;;;SP;Senterpartiet;17;;;;11030;;;;;
14;Sogn og Fjordane;;;;;SV;Sosialistisk Venstreparti;4;;;;2240;;;;;
14;Sogn og Fjordane;;;;;V;Venstre;5;;;;2903;;;;;
14;Sogn og Fjordane;;;;;NKP;Norges Kommunistiske Parti;0;;;;35;;;;;
14;Sogn og Fjordane;;;;;RV;Rød valgallianse;1;;;;353;;;;;
14;Sogn og Fjordane;;;;;DLF;Det Liberale Folkepartiet;0;;;;143;;;;;
15;Møre og Romsdal;;;;;A;Arbeiderpartiet;34;;;;49386;;;;;
15;Møre og Romsdal;;;;;FRP;Fremskrittspartiet;4;;;;5373;;;;;
15;Møre og Romsdal;;;;;H;Høyre;25;;;;36570;;;;;
15;Møre og Romsdal;;;;;KRF;Kristelig Folkeparti;16;;;;23513;;;;;
15;Møre og Romsdal;;;;;SP;Senterpartiet;9;;;;13134;;;;;
15;Møre og Romsdal;;;;;SV;Sosialistisk Venstreparti;4;;;;5490;;;;;
15;Møre og Romsdal;;;;;V;Venstre;5;;;;7732;;;;;
15;Møre og Romsdal;;;;;NKP;Norges Kommunistiske Parti;0;;;;82;;;;;
15;Møre og Romsdal;;;;;PP;Pensjonistpartiet;0;;;;254;;;;;
15;Møre og Romsdal;;;;;RV;Rød valgallianse;0;;;;422;;;;;
15;Møre og Romsdal;;;;;DLF;Det Liberale Folkepartiet;0;;;;328;;;;;
15;Møre og Romsdal;;;;;ANDRE;Andre;1;;;;1432;;;;;
16;Sør-Trøndelag;;;;;A;Arbeiderpartiet;43;;;;66969;;;;;
16;Sør-Trøndelag;;;;;FRP;Fremskrittspartiet;3;;;;5168;;;;;
16;Sør-Trøndelag;;;;;H;Høyre;27;;;;42326;;;;;
16;Sør-Trøndelag;;;;;KRF;Kristelig Folkeparti;7;;;;10414;;;;;
16;Sør-Trøndelag;;;;;SP;Senterpartiet;8;;;;12802;;;;;
16;Sør-Trøndelag;;;;;SV;Sosialistisk Venstreparti;7;;;;10810;;;;;
16;Sør-Trøndelag;;;;;V;Venstre;3;;;;4821;;;;;
16;Sør-Trøndelag;;;;;NKP;Norges Kommunistiske Parti;0;;;;383;;;;;
16;Sør-Trøndelag;;;;;RV;Rød valgallianse;1;;;;1381;;;;;
16;Sør-Trøndelag;;;;;DLF;Det Liberale Folkepartiet;0;;;;720;;;;;
17;Nord-Trøndelag;;;;;A;Arbeiderpartiet;47;;;;36894;;;;;
17;Nord-Trøndelag;;;;;FRP;Fremskrittspartiet;2;;;;1497;;;;;
17;Nord-Trøndelag;;;;;H;Høyre;15;;;;12032;;;;;
17;Nord-Trøndelag;;;;;KRF;Kristelig Folkeparti;5;;;;4012;;;;;
17;Nord-Trøndelag;;;;;SP;Senterpartiet;18;;;;14344;;;;;
17;Nord-Trøndelag;;;;;SV;Sosialistisk Venstreparti;6;;;;4601;;;;;
17;Nord-Trøndelag;;;;;V;Venstre;5;;;;3947;;;;;
17;Nord-Trøndelag;;;;;NKP;Norges Kommunistiske Parti;0;;;;149;;;;;
17;Nord-Trøndelag;;;;;PP;Pensjonistpartiet;0;;;;139;;;;;
17;Nord-Trøndelag;;;;;RV;Rød valgallianse;0;;;;272;;;;;
17;Nord-Trøndelag;;;;;DLF;Det Liberale Folkepartiet;1;;;;459;;;;;
18;Nordland;;;;;A;Arbeiderpartiet;46;;;;66987;;;;;
18;Nordland;;;;;FRP;Fremskrittspartiet;2;;;;2421;;;;;
18;Nordland;;;;;H;Høyre;24;;;;35688;;;;;
18;Nordland;;;;;KRF;Kristelig Folkeparti;6;;;;9094;;;;;
18;Nordland;;;;;SP;Senterpartiet;6;;;;8853;;;;;
18;Nordland;;;;;SV;Sosialistisk Venstreparti;12;;;;17659;;;;;
18;Nordland;;;;;V;Venstre;3;;;;3814;;;;;
18;Nordland;;;;;NKP;Norges Kommunistiske Parti;0;;;;272;;;;;
18;Nordland;;;;;PP;Pensjonistpartiet;0;;;;563;;;;;
18;Nordland;;;;;RV;Rød valgallianse;0;;;;677;;;;;
18;Nordland;;;;;DLF;Det Liberale Folkepartiet;0;;;;202;;;;;
19;Troms;;;;;A;Arbeiderpartiet;48;;;;40730;;;;;
19;Troms;;;;;FRP;Fremskrittspartiet;2;;;;2039;;;;;
19;Troms;;;;;H;Høyre;27;;;;23204;;;;;
19;Troms;;;;;KRF;Kristelig Folkeparti;7;;;;5946;;;;;
19;Troms;;;;;SP;Senterpartiet;5;;;;4297;;;;;
19;Troms;;;;;SV;Sosialistisk Venstreparti;7;;;;5667;;;;;
19;Troms;;;;;V;Venstre;2;;;;2125;;;;;
19;Troms;;;;;NKP;Norges Kommunistiske Parti;0;;;;166;;;;;
19;Troms;;;;;PP;Pensjonistpartiet;0;;;;168;;;;;
19;Troms;;;;;RV;Rød valgallianse;1;;;;867;;;;;
19;Troms;;;;;DLF;Det Liberale Folkepartiet;0;;;;125;;;;;
19;Troms;;;;;ANDRE;Andre;0;;;;16;;;;;
20;Finnmark;;;;;A;Arbeiderpartiet;59;;;;24978;;;;;
20;Finnmark;;;;;FRP;Fremskrittspartiet;1;;;;604;;;;;
20;Finnmark;;;;;H;Høyre;21;;;;8747;;;;;
20;Finnmark;;;;;KRF;Kristelig Folkeparti;5;;;;2084;;;;;
20;Finnmark;;;;;SP;Senterpartiet;2;;;;943;;;;;
20;Finnmark;;;;;SV;Sosialistisk Venstreparti;7;;;;3133;;;;;
20;Finnmark;;;;;V;Venstre;2;;;;901;;;;;
20;Finnmark;;;;;NKP;Norges Kommunistiske Parti;1;;;;457;;;;;
20;Finnmark;;;;;PP;Pensjonistpartiet;0;;;;72;;;;;
20;Finnmark;;;;;RV;Rød valgallianse;1;;;;324;;;;;
20;Finnmark;;;;;DLF;Det Liberale Folkepartiet;0;;;;68;;;;;
