Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
06;Buskerud;;;;;A;Arbeiderpartiet;52;;;;61111;;;;;
06;Buskerud;;;;;H;Høyre;22;;;;26096;;;;;
06;Buskerud;;;;;KRF;Kristelig Folkeparti;4;;;;5104;;;;;
06;Buskerud;;;;;SP;Senterpartiet;10;;;;12230;;;;;
06;Buskerud;;;;;V;Venstre;4;;;;4582;;;;;
06;Buskerud;;;;;NKP;Norges Kommunistiske Parti;1;;;;1287;;;;;
06;Buskerud;;;;;SF;Sosialistisk Folkeparti;5;;;;6179;;;;;
07;Vestfold;;;;;A;Arbeiderpartiet;44;;;;43781;;;;;
07;Vestfold;;;;;H;Høyre;30;;;;29647;;;;;
07;Vestfold;;;;;V;Venstre;8;;;;8290;;;;;
07;Vestfold;;;;;NKP;Norges Kommunistiske Parti;1;;;;641;;;;;
07;Vestfold;;;;;SF;Sosialistisk Folkeparti;3;;;;2602;;;;;
07;Vestfold;;;;;FLKRF;Fellesliste Kristelig Folkeparti;6;;;;5508;;;;;
07;Vestfold;;;;;FLSP;Fellesliste Senterpartiet;8;;;;8346;;;;;
08;Telemark;;;;;A;Arbeiderpartiet;52;;;;47002;;;;;
08;Telemark;;;;;H;Høyre;12;;;;11059;;;;;
08;Telemark;;;;;V;Venstre;13;;;;11983;;;;;
08;Telemark;;;;;NKP;Norges Kommunistiske Parti;1;;;;1012;;;;;
08;Telemark;;;;;SF;Sosialistisk Folkeparti;5;;;;4664;;;;;
08;Telemark;;;;;FLKRF;Fellesliste Kristelig Folkeparti;9;;;;8012;;;;;
08;Telemark;;;;;FLSP;Fellesliste Senterpartiet;7;;;;5941;;;;;
09;Aust-Agder;;;;;A;Arbeiderpartiet;43;;;;19047;;;;;
09;Aust-Agder;;;;;H;Høyre;17;;;;7529;;;;;
09;Aust-Agder;;;;;KRF;Kristelig Folkeparti;13;;;;5697;;;;;
09;Aust-Agder;;;;;SP;Senterpartiet;9;;;;4077;;;;;
09;Aust-Agder;;;;;V;Venstre;16;;;;7202;;;;;
09;Aust-Agder;;;;;NKP;Norges Kommunistiske Parti;0;;;;126;;;;;
09;Aust-Agder;;;;;SF;Sosialistisk Folkeparti;1;;;;611;;;;;
10;Vest-Agder;;;;;A;Arbeiderpartiet;33;;;;21337;;;;;
10;Vest-Agder;;;;;H;Høyre;16;;;;10087;;;;;
10;Vest-Agder;;;;;KRF;Kristelig Folkeparti;16;;;;10043;;;;;
10;Vest-Agder;;;;;SP;Senterpartiet;12;;;;7666;;;;;
10;Vest-Agder;;;;;V;Venstre;21;;;;13590;;;;;
10;Vest-Agder;;;;;NKP;Norges Kommunistiske Parti;0;;;;282;;;;;
10;Vest-Agder;;;;;SF;Sosialistisk Folkeparti;3;;;;1637;;;;;
11;Rogaland;;;;;A;Arbeiderpartiet;35;;;;48649;;;;;
11;Rogaland;;;;;H;Høyre;17;;;;23848;;;;;
11;Rogaland;;;;;KRF;Kristelig Folkeparti;19;;;;26716;;;;;
11;Rogaland;;;;;SP;Senterpartiet;12;;;;16700;;;;;
11;Rogaland;;;;;V;Venstre;14;;;;19301;;;;;
11;Rogaland;;;;;NKP;Norges Kommunistiske Parti;1;;;;774;;;;;
11;Rogaland;;;;;SF;Sosialistisk Folkeparti;2;;;;3309;;;;;
11;Rogaland;;;;;ANDRE;Andre;0;;;;387;;;;;
12;Hordaland;;;;;A;Arbeiderpartiet;37;;;;47093;;;;;
12;Hordaland;;;;;H;Høyre;17;;;;21206;;;;;
12;Hordaland;;;;;KRF;Kristelig Folkeparti;17;;;;21974;;;;;
12;Hordaland;;;;;SP;Senterpartiet;11;;;;14360;;;;;
12;Hordaland;;;;;V;Venstre;16;;;;19990;;;;;
12;Hordaland;;;;;NKP;Norges Kommunistiske Parti;1;;;;931;;;;;
12;Hordaland;;;;;SF;Sosialistisk Folkeparti;2;;;;2842;;;;;
12;Hordaland;;;;;ANDRE;Andre;0;;;;3;;;;;
13;Bergen;;;;;A;Arbeiderpartiet;46;;;;30440;;;;;
13;Bergen;;;;;V;Venstre;15;;;;10292;;;;;
13;Bergen;;;;;FLKRF;Fellesliste Kristelig Folkeparti;9;;;;5919;;;;;
13;Bergen;;;;;FLH;Fellesliste Høyre;25;;;;16667;;;;;
13;Bergen;;;;;FLNKPSP;Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti;5;;;;3203;;;;;
13;Bergen;;;;;ANDRE;Andre;0;;;;174;;;;;
14;Sogn og Fjordane;;;;;A;Arbeiderpartiet;34;;;;17824;;;;;
14;Sogn og Fjordane;;;;;H;Høyre;17;;;;9238;;;;;
14;Sogn og Fjordane;;;;;KRF;Kristelig Folkeparti;20;;;;10463;;;;;
14;Sogn og Fjordane;;;;;SP;Senterpartiet;17;;;;8919;;;;;
14;Sogn og Fjordane;;;;;V;Venstre;11;;;;5971;;;;;
14;Sogn og Fjordane;;;;;SF;Sosialistisk Folkeparti;1;;;;577;;;;;
15;Møre og Romsdal;;;;;A;Arbeiderpartiet;36;;;;41497;;;;;
15;Møre og Romsdal;;;;;H;Høyre;9;;;;10877;;;;;
15;Møre og Romsdal;;;;;KRF;Kristelig Folkeparti;18;;;;21027;;;;;
15;Møre og Romsdal;;;;;SP;Senterpartiet;18;;;;21127;;;;;
15;Møre og Romsdal;;;;;V;Venstre;17;;;;19481;;;;;
15;Møre og Romsdal;;;;;NKP;Norges Kommunistiske Parti;0;;;;353;;;;;
15;Møre og Romsdal;;;;;SF;Sosialistisk Folkeparti;2;;;;2189;;;;;
16;Sør-Trøndelag;;;;;A;Arbeiderpartiet;48;;;;62199;;;;;
16;Sør-Trøndelag;;;;;H;Høyre;16;;;;21244;;;;;
16;Sør-Trøndelag;;;;;KRF;Kristelig Folkeparti;8;;;;10339;;;;;
16;Sør-Trøndelag;;;;;SP;Senterpartiet;16;;;;20963;;;;;
16;Sør-Trøndelag;;;;;V;Venstre;7;;;;8481;;;;;
16;Sør-Trøndelag;;;;;NKP;Norges Kommunistiske Parti;1;;;;1821;;;;;
16;Sør-Trøndelag;;;;;SF;Sosialistisk Folkeparti;3;;;;4072;;;;;
17;Nord-Trøndelag;;;;;A;Arbeiderpartiet;47;;;;29722;;;;;
17;Nord-Trøndelag;;;;;H;Høyre;7;;;;4228;;;;;
17;Nord-Trøndelag;;;;;KRF;Kristelig Folkeparti;6;;;;3994;;;;;
17;Nord-Trøndelag;;;;;SP;Senterpartiet;26;;;;16644;;;;;
17;Nord-Trøndelag;;;;;V;Venstre;11;;;;6941;;;;;
17;Nord-Trøndelag;;;;;NKP;Norges Kommunistiske Parti;1;;;;621;;;;;
17;Nord-Trøndelag;;;;;SF;Sosialistisk Folkeparti;3;;;;1728;;;;;
18;Nordland;;;;;A;Arbeiderpartiet;53;;;;64033;;;;;
18;Nordland;;;;;H;Høyre;13;;;;15555;;;;;
18;Nordland;;;;;KRF;Kristelig Folkeparti;8;;;;9346;;;;;
18;Nordland;;;;;SP;Senterpartiet;13;;;;15455;;;;;
18;Nordland;;;;;V;Venstre;7;;;;7856;;;;;
18;Nordland;;;;;NKP;Norges Kommunistiske Parti;1;;;;1327;;;;;
18;Nordland;;;;;SF;Sosialistisk Folkeparti;5;;;;6379;;;;;
19;Troms;;;;;A;Arbeiderpartiet;55;;;;36549;;;;;
19;Troms;;;;;H;Høyre;15;;;;9592;;;;;
19;Troms;;;;;V;Venstre;11;;;;7483;;;;;
19;Troms;;;;;NKP;Norges Kommunistiske Parti;1;;;;490;;;;;
19;Troms;;;;;SF;Sosialistisk Folkeparti;4;;;;2437;;;;;
19;Troms;;;;;FLKRF;Fellesliste Kristelig Folkeparti;6;;;;4051;;;;;
19;Troms;;;;;FLSP;Fellesliste Senterpartiet;8;;;;5313;;;;;
20;Finnmark;;;;;A;Arbeiderpartiet;61;;;;22315;;;;;
20;Finnmark;;;;;H;Høyre;18;;;;6392;;;;;
20;Finnmark;;;;;KRF;Kristelig Folkeparti;3;;;;1246;;;;;
20;Finnmark;;;;;SP;Senterpartiet;3;;;;932;;;;;
20;Finnmark;;;;;V;Venstre;4;;;;1380;;;;;
20;Finnmark;;;;;NKP;Norges Kommunistiske Parti;4;;;;1474;;;;;
20;Finnmark;;;;;SF;Sosialistisk Folkeparti;6;;;;2116;;;;;
20;Finnmark;;;;;ANDRE;Andre;1;;;;527;;;;;
