Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
06;Buskerud;;;;;MDG;Miljøpartiet De Grønne;0;;;;179;;;;;
06;Buskerud;;;;;NKP;Norges Kommunistiske Parti;0;;;;125;;;;;
06;Buskerud;;;;;RV;Rød valgallianse;1;;;;699;;;;;
06;Buskerud;;;;;FLP;Fedrelandspartiet;0;;;;173;;;;;
06;Buskerud;;;;;TKD;Tverrpolitisk kyst og distriktsparti;0;;;;100;;;;;
06;Buskerud;;;;;KP;Kystpartiet;1;;;;837;;;;;
06;Buskerud;;;;;DPP;Det Politiske Parti;1;;;;1326;;;;;
06;Buskerud;;;;;SD;Sosialdemokratene;0;;;;87;;;;;
06;Buskerud;;;;;KSP;Kristent Samlingsparti;0;;;;238;;;;;
06;Buskerud;;;;;NFP;Norsk Folkeparti;0;;;;113;;;;;
07;Vestfold;;;;;A;Arbeiderpartiet;22;;;;26763;;;;;
07;Vestfold;;;;;FRP;Fremskrittspartiet;19;;;;23122;;;;;
07;Vestfold;;;;;H;Høyre;25;;;;31524;;;;;
07;Vestfold;;;;;KRF;Kristelig Folkeparti;11;;;;13612;;;;;
07;Vestfold;;;;;SP;Senterpartiet;3;;;;4112;;;;;
07;Vestfold;;;;;SV;Sosialistisk Venstreparti;12;;;;14308;;;;;
07;Vestfold;;;;;V;Venstre;3;;;;3507;;;;;
07;Vestfold;;;;;MDG;Miljøpartiet De Grønne;0;;;;387;;;;;
07;Vestfold;;;;;NKP;Norges Kommunistiske Parti;0;;;;38;;;;;
07;Vestfold;;;;;PP;Pensjonistpartiet;1;;;;1093;;;;;
07;Vestfold;;;;;RV;Rød valgallianse;1;;;;683;;;;;
07;Vestfold;;;;;DLF;Det Liberale Folkepartiet;0;;;;43;;;;;
07;Vestfold;;;;;FLP;Fedrelandspartiet;0;;;;109;;;;;
07;Vestfold;;;;;KP;Kystpartiet;1;;;;703;;;;;
07;Vestfold;;;;;DPP;Det Politiske Parti;1;;;;1353;;;;;
07;Vestfold;;;;;KSP;Kristent Samlingsparti;0;;;;250;;;;;
07;Vestfold;;;;;NFP;Norsk Folkeparti;0;;;;58;;;;;
07;Vestfold;;;;;ANDRE;Andre;2;;;;2141;;;;;
08;Telemark;;;;;A;Arbeiderpartiet;29;;;;27039;;;;;
08;Telemark;;;;;FRP;Fremskrittspartiet;18;;;;16305;;;;;
08;Telemark;;;;;H;Høyre;15;;;;13449;;;;;
08;Telemark;;;;;KRF;Kristelig Folkeparti;13;;;;12116;;;;;
08;Telemark;;;;;SP;Senterpartiet;5;;;;4476;;;;;
08;Telemark;;;;;SV;Sosialistisk Venstreparti;14;;;;13335;;;;;
08;Telemark;;;;;V;Venstre;3;;;;2598;;;;;
08;Telemark;;;;;NKP;Norges Kommunistiske Parti;0;;;;44;;;;;
08;Telemark;;;;;PP;Pensjonistpartiet;0;;;;349;;;;;
08;Telemark;;;;;RV;Rød valgallianse;1;;;;675;;;;;
08;Telemark;;;;;FLP;Fedrelandspartiet;0;;;;103;;;;;
08;Telemark;;;;;KP;Kystpartiet;1;;;;515;;;;;
08;Telemark;;;;;DPP;Det Politiske Parti;1;;;;706;;;;;
08;Telemark;;;;;SD;Sosialdemokratene;0;;;;73;;;;;
08;Telemark;;;;;KSP;Kristent Samlingsparti;0;;;;265;;;;;
08;Telemark;;;;;NFP;Norsk Folkeparti;0;;;;89;;;;;
09;Aust-Agder;;;;;A;Arbeiderpartiet;20;;;;11083;;;;;
09;Aust-Agder;;;;;FRP;Fremskrittspartiet;17;;;;9273;;;;;
09;Aust-Agder;;;;;H;Høyre;21;;;;11724;;;;;
09;Aust-Agder;;;;;KRF;Kristelig Folkeparti;20;;;;11459;;;;;
09;Aust-Agder;;;;;SP;Senterpartiet;4;;;;2340;;;;;
09;Aust-Agder;;;;;SV;Sosialistisk Venstreparti;11;;;;6215;;;;;
09;Aust-Agder;;;;;V;Venstre;4;;;;2188;;;;;
09;Aust-Agder;;;;;NKP;Norges Kommunistiske Parti;0;;;;25;;;;;
09;Aust-Agder;;;;;RV;Rød valgallianse;0;;;;255;;;;;
09;Aust-Agder;;;;;DLF;Det Liberale Folkepartiet;0;;;;14;;;;;
09;Aust-Agder;;;;;FLP;Fedrelandspartiet;0;;;;59;;;;;
09;Aust-Agder;;;;;KP;Kystpartiet;1;;;;380;;;;;
09;Aust-Agder;;;;;DPP;Det Politiske Parti;1;;;;465;;;;;
09;Aust-Agder;;;;;KSP;Kristent Samlingsparti;0;;;;259;;;;;
09;Aust-Agder;;;;;NFP;Norsk Folkeparti;0;;;;35;;;;;
09;Aust-Agder;;;;;ANDRE;Andre;0;;;;200;;;;;
10;Vest-Agder;;;;;A;Arbeiderpartiet;17;;;;14303;;;;;
10;Vest-Agder;;;;;FRP;Fremskrittspartiet;11;;;;9173;;;;;
10;Vest-Agder;;;;;H;Høyre;23;;;;19813;;;;;
10;Vest-Agder;;;;;KRF;Kristelig Folkeparti;26;;;;22372;;;;;
10;Vest-Agder;;;;;SP;Senterpartiet;4;;;;3097;;;;;
10;Vest-Agder;;;;;SV;Sosialistisk Venstreparti;10;;;;8924;;;;;
10;Vest-Agder;;;;;V;Venstre;4;;;;3001;;;;;
10;Vest-Agder;;;;;MDG;Miljøpartiet De Grønne;0;;;;196;;;;;
10;Vest-Agder;;;;;NKP;Norges Kommunistiske Parti;0;;;;41;;;;;
10;Vest-Agder;;;;;RV;Rød valgallianse;0;;;;329;;;;;
10;Vest-Agder;;;;;DLF;Det Liberale Folkepartiet;0;;;;14;;;;;
10;Vest-Agder;;;;;FLP;Fedrelandspartiet;0;;;;53;;;;;
10;Vest-Agder;;;;;KP;Kystpartiet;1;;;;682;;;;;
10;Vest-Agder;;;;;DPP;Det Politiske Parti;1;;;;568;;;;;
10;Vest-Agder;;;;;KSP;Kristent Samlingsparti;1;;;;432;;;;;
10;Vest-Agder;;;;;NFP;Norsk Folkeparti;0;;;;72;;;;;
10;Vest-Agder;;;;;ANDRE;Andre;3;;;;2407;;;;;
11;Rogaland;;;;;A;Arbeiderpartiet;18;;;;36857;;;;;
11;Rogaland;;;;;FRP;Fremskrittspartiet;18;;;;37650;;;;;
11;Rogaland;;;;;H;Høyre;23;;;;46918;;;;;
11;Rogaland;;;;;KRF;Kristelig Folkeparti;19;;;;39294;;;;;
11;Rogaland;;;;;SP;Senterpartiet;5;;;;10516;;;;;
11;Rogaland;;;;;SV;Sosialistisk Venstreparti;9;;;;18187;;;;;
11;Rogaland;;;;;V;Venstre;5;;;;9900;;;;;
11;Rogaland;;;;;MDG;Miljøpartiet De Grønne;0;;;;265;;;;;
11;Rogaland;;;;;NKP;Norges Kommunistiske Parti;0;;;;94;;;;;
11;Rogaland;;;;;RV;Rød valgallianse;1;;;;1179;;;;;
11;Rogaland;;;;;FLP;Fedrelandspartiet;0;;;;312;;;;;
11;Rogaland;;;;;KP;Kystpartiet;1;;;;2285;;;;;
11;Rogaland;;;;;DPP;Det Politiske Parti;1;;;;1566;;;;;
11;Rogaland;;;;;KSP;Kristent Samlingsparti;1;;;;1070;;;;;
11;Rogaland;;;;;NFP;Norsk Folkeparti;0;;;;150;;;;;
11;Rogaland;;;;;ANDRE;Andre;0;;;;692;;;;;
12;Hordaland;;;;;A;Arbeiderpartiet;20;;;;49390;;;;;
12;Hordaland;;;;;FRP;Fremskrittspartiet;17;;;;41582;;;;;
12;Hordaland;;;;;H;Høyre;22;;;;54504;;;;;
12;Hordaland;;;;;KRF;Kristelig Folkeparti;16;;;;39333;;;;;
12;Hordaland;;;;;SP;Senterpartiet;4;;;;9701;;;;;
12;Hordaland;;;;;SV;Sosialistisk Venstreparti;11;;;;27051;;;;;
12;Hordaland;;;;;V;Venstre;5;;;;11838;;;;;
12;Hordaland;;;;;MDG;Miljøpartiet De Grønne;0;;;;308;;;;;
12;Hordaland;;;;;NKP;Norges Kommunistiske Parti;0;;;;175;;;;;
12;Hordaland;;;;;PP;Pensjonistpartiet;0;;;;1189;;;;;
12;Hordaland;;;;;RV;Rød valgallianse;4;;;;9246;;;;;
12;Hordaland;;;;;FLP;Fedrelandspartiet;0;;;;284;;;;;
12;Hordaland;;;;;NLP;Naturlovpartiet;0;;;;129;;;;;
12;Hordaland;;;;;KP;Kystpartiet;1;;;;3108;;;;;
12;Hordaland;;;;;DPP;Det Politiske Parti;1;;;;2312;;;;;
12;Hordaland;;;;;KSP;Kristent Samlingsparti;0;;;;837;;;;;
12;Hordaland;;;;;NFP;Norsk Folkeparti;0;;;;103;;;;;
12;Hordaland;;;;;ANDRE;Andre;0;;;;389;;;;;
14;Sogn og Fjordane;;;;;A;Arbeiderpartiet;22;;;;13453;;;;;
14;Sogn og Fjordane;;;;;FRP;Fremskrittspartiet;10;;;;5989;;;;;
14;Sogn og Fjordane;;;;;H;Høyre;13;;;;7660;;;;;
14;Sogn og Fjordane;;;;;KRF;Kristelig Folkeparti;16;;;;9743;;;;;
14;Sogn og Fjordane;;;;;SP;Senterpartiet;18;;;;10615;;;;;
14;Sogn og Fjordane;;;;;SV;Sosialistisk Venstreparti;12;;;;7055;;;;;
14;Sogn og Fjordane;;;;;V;Venstre;5;;;;3230;;;;;
14;Sogn og Fjordane;;;;;RV;Rød valgallianse;0;;;;249;;;;;
14;Sogn og Fjordane;;;;;FLP;Fedrelandspartiet;0;;;;40;;;;;
14;Sogn og Fjordane;;;;;KP;Kystpartiet;2;;;;1249;;;;;
14;Sogn og Fjordane;;;;;DPP;Det Politiske Parti;1;;;;404;;;;;
14;Sogn og Fjordane;;;;;KSP;Kristent Samlingsparti;0;;;;214;;;;;
14;Sogn og Fjordane;;;;;NFP;Norsk Folkeparti;0;;;;50;;;;;
15;Møre og Romsdal;;;;;A;Arbeiderpartiet;20;;;;26473;;;;;
15;Møre og Romsdal;;;;;FRP;Fremskrittspartiet;17;;;;23378;;;;;
15;Møre og Romsdal;;;;;H;Høyre;17;;;;23397;;;;;
15;Møre og Romsdal;;;;;KRF;Kristelig Folkeparti;20;;;;26850;;;;;
15;Møre og Romsdal;;;;;SP;Senterpartiet;7;;;;8892;;;;;
15;Møre og Romsdal;;;;;SV;Sosialistisk Venstreparti;9;;;;11870;;;;;
15;Møre og Romsdal;;;;;V;Venstre;6;;;;8749;;;;;
15;Møre og Romsdal;;;;;PP;Pensjonistpartiet;1;;;;1353;;;;;
15;Møre og Romsdal;;;;;RV;Rød valgallianse;0;;;;573;;;;;
15;Møre og Romsdal;;;;;FLP;Fedrelandspartiet;0;;;;94;;;;;
15;Møre og Romsdal;;;;;TKD;Tverrpolitisk kyst og distriktsparti;0;;;;102;;;;;
15;Møre og Romsdal;;;;;KP;Kystpartiet;2;;;;2291;;;;;
15;Møre og Romsdal;;;;;DPP;Det Politiske Parti;1;;;;1042;;;;;
15;Møre og Romsdal;;;;;KSP;Kristent Samlingsparti;0;;;;385;;;;;
15;Møre og Romsdal;;;;;NFP;Norsk Folkeparti;0;;;;89;;;;;
16;Sør-Trøndelag;;;;;A;Arbeiderpartiet;29;;;;42899;;;;;
16;Sør-Trøndelag;;;;;FRP;Fremskrittspartiet;12;;;;17637;;;;;
16;Sør-Trøndelag;;;;;H;Høyre;18;;;;26418;;;;;
16;Sør-Trøndelag;;;;;KRF;Kristelig Folkeparti;10;;;;14710;;;;;
16;Sør-Trøndelag;;;;;SP;Senterpartiet;7;;;;10243;;;;;
16;Sør-Trøndelag;;;;;SV;Sosialistisk Venstreparti;15;;;;23027;;;;;
16;Sør-Trøndelag;;;;;V;Venstre;3;;;;4972;;;;;
16;Sør-Trøndelag;;;;;MDG;Miljøpartiet De Grønne;0;;;;598;;;;;
16;Sør-Trøndelag;;;;;NKP;Norges Kommunistiske Parti;0;;;;101;;;;;
16;Sør-Trøndelag;;;;;PP;Pensjonistpartiet;2;;;;2434;;;;;
16;Sør-Trøndelag;;;;;RV;Rød valgallianse;1;;;;1604;;;;;
16;Sør-Trøndelag;;;;;FLP;Fedrelandspartiet;0;;;;118;;;;;
16;Sør-Trøndelag;;;;;KP;Kystpartiet;1;;;;2152;;;;;
16;Sør-Trøndelag;;;;;DPP;Det Politiske Parti;1;;;;1269;;;;;
16;Sør-Trøndelag;;;;;SD;Sosialdemokratene;0;;;;90;;;;;
16;Sør-Trøndelag;;;;;KSP;Kristent Samlingsparti;0;;;;223;;;;;
16;Sør-Trøndelag;;;;;NFP;Norsk Folkeparti;0;;;;104;;;;;
17;Nord-Trøndelag;;;;;A;Arbeiderpartiet;32;;;;22704;;;;;
17;Nord-Trøndelag;;;;;FRP;Fremskrittspartiet;11;;;;7457;;;;;
17;Nord-Trøndelag;;;;;H;Høyre;10;;;;7188;;;;;
17;Nord-Trøndelag;;;;;KRF;Kristelig Folkeparti;10;;;;7259;;;;;
17;Nord-Trøndelag;;;;;SP;Senterpartiet;16;;;;10877;;;;;
17;Nord-Trøndelag;;;;;SV;Sosialistisk Venstreparti;14;;;;9672;;;;;
17;Nord-Trøndelag;;;;;V;Venstre;3;;;;2399;;;;;
17;Nord-Trøndelag;;;;;MDG;Miljøpartiet De Grønne;0;;;;78;;;;;
17;Nord-Trøndelag;;;;;NKP;Norges Kommunistiske Parti;0;;;;47;;;;;
17;Nord-Trøndelag;;;;;RV;Rød valgallianse;0;;;;296;;;;;
17;Nord-Trøndelag;;;;;FLP;Fedrelandspartiet;0;;;;38;;;;;
17;Nord-Trøndelag;;;;;TKD;Tverrpolitisk kyst og distriktsparti;0;;;;90;;;;;
17;Nord-Trøndelag;;;;;KP;Kystpartiet;2;;;;1355;;;;;
17;Nord-Trøndelag;;;;;DPP;Det Politiske Parti;0;;;;349;;;;;
17;Nord-Trøndelag;;;;;SD;Sosialdemokratene;0;;;;46;;;;;
17;Nord-Trøndelag;;;;;KSP;Kristent Samlingsparti;0;;;;200;;;;;
17;Nord-Trøndelag;;;;;NFP;Norsk Folkeparti;0;;;;49;;;;;
18;Nordland;;;;;A;Arbeiderpartiet;24;;;;31283;;;;;
18;Nordland;;;;;FRP;Fremskrittspartiet;13;;;;17104;;;;;
18;Nordland;;;;;H;Høyre;13;;;;16862;;;;;
18;Nordland;;;;;KRF;Kristelig Folkeparti;11;;;;14316;;;;;
18;Nordland;;;;;SP;Senterpartiet;9;;;;11363;;;;;
18;Nordland;;;;;SV;Sosialistisk Venstreparti;14;;;;18188;;;;;
18;Nordland;;;;;V;Venstre;2;;;;2822;;;;;
18;Nordland;;;;;NKP;Norges Kommunistiske Parti;0;;;;125;;;;;
18;Nordland;;;;;PP;Pensjonistpartiet;0;;;;482;;;;;
18;Nordland;;;;;RV;Rød valgallianse;1;;;;1098;;;;;
18;Nordland;;;;;DLF;Det Liberale Folkepartiet;0;;;;32;;;;;
18;Nordland;;;;;FLP;Fedrelandspartiet;0;;;;112;;;;;
18;Nordland;;;;;KP;Kystpartiet;11;;;;14042;;;;;
18;Nordland;;;;;DPP;Det Politiske Parti;1;;;;682;;;;;
18;Nordland;;;;;KSP;Kristent Samlingsparti;0;;;;406;;;;;
18;Nordland;;;;;NFP;Norsk Folkeparti;0;;;;52;;;;;
18;Nordland;;;;;ANDRE;Andre;0;;;;111;;;;;
19;Troms;;;;;A;Arbeiderpartiet;22;;;;18008;;;;;
19;Troms;;;;;FRP;Fremskrittspartiet;14;;;;11442;;;;;
19;Troms;;;;;H;Høyre;16;;;;12739;;;;;
19;Troms;;;;;KRF;Kristelig Folkeparti;12;;;;9925;;;;;
19;Troms;;;;;SP;Senterpartiet;6;;;;5266;;;;;
19;Troms;;;;;SV;Sosialistisk Venstreparti;15;;;;12007;;;;;
19;Troms;;;;;V;Venstre;2;;;;1915;;;;;
19;Troms;;;;;MDG;Miljøpartiet De Grønne;0;;;;117;;;;;
19;Troms;;;;;NKP;Norges Kommunistiske Parti;0;;;;101;;;;;
19;Troms;;;;;RV;Rød valgallianse;1;;;;656;;;;;
19;Troms;;;;;DLF;Det Liberale Folkepartiet;0;;;;23;;;;;
19;Troms;;;;;FLP;Fedrelandspartiet;0;;;;35;;;;;
19;Troms;;;;;KP;Kystpartiet;10;;;;8124;;;;;
19;Troms;;;;;DPP;Det Politiske Parti;1;;;;491;;;;;
19;Troms;;;;;KSP;Kristent Samlingsparti;0;;;;339;;;;;
19;Troms;;;;;NFP;Norsk Folkeparti;0;;;;48;;;;;
19;Troms;;;;;ANDRE;Andre;0;;;;70;;;;;
20;Finnmark;;;;;A;Arbeiderpartiet;27;;;;9877;;;;;
20;Finnmark;;;;;FRP;Fremskrittspartiet;10;;;;3868;;;;;
20;Finnmark;;;;;H;Høyre;16;;;;5803;;;;;
20;Finnmark;;;;;KRF;Kristelig Folkeparti;12;;;;4329;;;;;
20;Finnmark;;;;;SP;Senterpartiet;4;;;;1582;;;;;
20;Finnmark;;;;;SV;Sosialistisk Venstreparti;18;;;;6806;;;;;
20;Finnmark;;;;;V;Venstre;2;;;;621;;;;;
20;Finnmark;;;;;MDG;Miljøpartiet De Grønne;0;;;;34;;;;;
20;Finnmark;;;;;NKP;Norges Kommunistiske Parti;0;;;;140;;;;;
20;Finnmark;;;;;RV;Rød valgallianse;1;;;;302;;;;;
20;Finnmark;;;;;FLP;Fedrelandspartiet;0;;;;27;;;;;
20;Finnmark;;;;;KP;Kystpartiet;6;;;;2357;;;;;
20;Finnmark;;;;;DPP;Det Politiske Parti;1;;;;189;;;;;
20;Finnmark;;;;;KSP;Kristent Samlingsparti;1;;;;329;;;;;
20;Finnmark;;;;;NFP;Norsk Folkeparti;0;;;;29;;;;;
20;Finnmark;;;;;ANDRE;Andre;2;;;;564;;;;;
