Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
22;Byer Hedmark & Oppland;;;;;A;Arbeiderpartiet;0;;;;5586;;;;;
22;Byer Hedmark & Oppland;;;;;H;Høyre;0;;;;3083;;;;;
22;Byer Hedmark & Oppland;;;;;V;Venstre;0;;;;1650;;;;;
22;Byer Hedmark & Oppland;;;;;NKP;Norges Kommunistiske Parti;0;;;;1472;;;;;
23;Byer Buskerud;;;;;A;Arbeiderpartiet;0;;;;11280;;;;;
23;Byer Buskerud;;;;;H;Høyre;0;;;;7747;;;;;
23;Byer Buskerud;;;;;NKP;Norges Kommunistiske Parti;0;;;;3532;;;;;
24;Byer Vestfold;;;;;A;Arbeiderpartiet;0;;;;9353;;;;;
24;Byer Vestfold;;;;;H;Høyre;0;;;;6844;;;;;
24;Byer Vestfold;;;;;V;Venstre;0;;;;3342;;;;;
24;Byer Vestfold;;;;;NKP;Norges Kommunistiske Parti;0;;;;3241;;;;;
25;Byer Telemark & Aust-Agder;;;;;A;Arbeiderpartiet;0;;;;11571;;;;;
25;Byer Telemark & Aust-Agder;;;;;H;Høyre;0;;;;6338;;;;;
25;Byer Telemark & Aust-Agder;;;;;V;Venstre;0;;;;6110;;;;;
25;Byer Telemark & Aust-Agder;;;;;NKP;Norges Kommunistiske Parti;0;;;;4882;;;;;
26;Byer Vest-Agder & Rogaland;;;;;A;Arbeiderpartiet;0;;;;21839;;;;;
26;Byer Vest-Agder & Rogaland;;;;;V;Venstre;0;;;;14144;;;;;
26;Byer Vest-Agder & Rogaland;;;;;H;Høyre;0;;;;9673;;;;;
26;Byer Vest-Agder & Rogaland;;;;;NKP;Norges Kommunistiske Parti;0;;;;5396;;;;;
26;Byer Vest-Agder & Rogaland;;;;;ANDRE;Andre;0;;;;1;;;;;
27;Byer Møre & Romsdal;;;;;A;Arbeiderpartiet;0;;;;7192;;;;;
27;Byer Møre & Romsdal;;;;;V;Venstre;0;;;;3083;;;;;
27;Byer Møre & Romsdal;;;;;KRF;Kristelig Folkeparti;0;;;;2575;;;;;
27;Byer Møre & Romsdal;;;;;NKP;Norges Kommunistiske Parti;0;;;;2281;;;;;
27;Byer Møre & Romsdal;;;;;H;Høyre;0;;;;3450;;;;;
27;Byer Møre & Romsdal;;;;;ANDRE;Andre;0;;;;1;;;;;
28;Byer Sør & Nord-Trøndelag;;;;;A;Arbeiderpartiet;0;;;;12884;;;;;
28;Byer Sør & Nord-Trøndelag;;;;;H;Høyre;0;;;;7489;;;;;
28;Byer Sør & Nord-Trøndelag;;;;;NKP;Norges Kommunistiske Parti;0;;;;6498;;;;;
28;Byer Sør & Nord-Trøndelag;;;;;V;Venstre;0;;;;3650;;;;;
28;Byer Sør & Nord-Trøndelag;;;;;ANDRE;Andre;0;;;;32;;;;;
29;Byer Nordland, Troms & Finnmark;;;;;A;Arbeiderpartiet;0;;;;6441;;;;;
29;Byer Nordland, Troms & Finnmark;;;;;H;Høyre;0;;;;2646;;;;;
29;Byer Nordland, Troms & Finnmark;;;;;NKP;Norges Kommunistiske Parti;0;;;;2612;;;;;
29;Byer Nordland, Troms & Finnmark;;;;;V;Venstre;0;;;;2535;;;;;
